2n1c1m;2n1c2m;2n1c3m;2n2c1m;2n2c3m;2n2c5m;4n1c1m;4n1c4m;4n1c6m;4n2c2m;4n2c6m;4n2c10m;4n3c2m;4n3c8m;4n3c13m;4n4c3m;4n4c10m;4n4c16m;5n1c1m;5n1c5m;5n1c8m;5n2c2m;5n2c8m;5n2c12m;5n3c3m;5n3c10m;5n3c16m;5n4c3m;5n4c13m;5n4c20m;5n5c4m;5n5c15m;5n5c24m;6n1c2m;6n1c6m;6n1c10m;6n2c2m;6n2c9m;6n2c15m;6n3c3m;6n3c12m;6n3c20m;6n4c4m;6n4c15m;6n4c24m;6n5c5m;6n5c18m;6n5c29m;6n6c6m;6n6c21m;6n6c34m;3n1c1m;3n1c3m;3n1c5m;3n2c1m;3n2c5m;3n2c7m;3n3c2m;3n3c6m;3n3c10m
39520;55094;59382;37734;114204;38520;18270;65600;58870;36510;114592;67094;38444;145220;91628;58008;169026;143694;14720;53320;25562;29614;78980;65418;43742;89470;70166;43612;91820;81550;58420;142976;121218;30840;21882;27470;24430;83678;48272;36548;119008;71536;48754;97054;80300;60776;86690;82236;73144;67914;88730;24526;60954;48550;26022;91860;92834;49562;113234;109184
38450;54444;67840;36404;112776;43922;18270;65596;58872;36512;114600;67094;38440;145214;91620;58008;169036;143694;14718;53320;25562;29610;78978;65422;43736;89470;70166;43616;91816;81550;58420;142988;121226;30836;21878;27472;24426;83678;48254;36548;119006;71534;48754;97046;80300;60776;86700;82240;73144;67910;88734;24526;60954;48548;26020;91868;92834;49560;113234;109180
38452;54444;67836;36402;112768;43920;18270;65596;58868;36510;114598;67094;38440;145222;91628;58008;169028;143694;14718;53322;25562;29614;78982;65424;43740;89470;70162;43612;91816;81550;58418;142992;121228;30834;21878;27472;24426;83684;48252;36548;119012;71522;48754;97044;80308;60776;86702;82240;73132;67910;88734;24776;60958;49482;25074;83268;92766;50118;105862;103306
37076;55064;62516;40618;113484;41588;18342;73808;50792;36274;89454;67920;36170;158842;99708;57956;146032;127882;14718;53324;25562;29614;78982;65424;43742;89468;70160;43612;91816;81550;58420;142984;121182;30834;21876;27472;24426;83686;48252;36548;119014;71518;48754;97050;80312;60776;86702;82240;73132;67924;88722;24776;60954;49484;25074;83262;92766;50120;105858;103306
37076;55062;62518;40616;113456;41590;18344;73810;50792;36274;89454;67912;36170;158842;99702;57956;146034;127874;14728;53130;25900;29632;79600;56684;44518;88544;75594;44020;136710;99246;58650;90664;96440;30938;21874;27472;24428;83684;48248;36552;119022;71518;48746;97062;80314;60784;86692;82240;73144;67926;88718;24776;60948;49482;25074;83262;92766;50122;105860;103302
36710;53844;68812;39712;111996;36364;18344;73808;50792;36270;89454;67906;36170;158846;99700;57956;146024;127874;14728;53130;25898;29632;79604;56686;44518;88540;75590;44018;136710;99252;58650;90676;96424;30584;30766;27842;24958;82112;52630;36140;113584;74960;48950;75982;69666;61546;58412;79010;73278;81448;67216;25148;62108;47428;24750;91066;93072;49564;117356;94350
36712;53838;68808;39712;111984;36364;18344;73808;50796;36270;89448;67904;36166;158848;99694;57950;146030;127868;14726;53134;25898;29632;79610;56680;44518;88534;75588;44018;136712;99252;58656;90682;96424;30582;30768;27840;24958;82110;52630;36136;113586;74960;48950;75984;69666;61536;58402;78998;73278;81462;67216;25148;62106;47424;24750;91074;93072;49560;117356;94352
37056;55310;64314;42034;113984;44802;18274;70798;54766;36738;122674;70058;36702;138208;109648;55232;144534;135600;14726;53134;25898;29628;79606;56680;44518;88534;75588;44016;136718;99254;58650;90670;96416;30572;30764;27838;24960;82116;52628;36134;113578;74960;48950;75984;69666;61536;58388;79006;73278;81460;67204;25148;62106;47424;24748;91070;93068;49562;117326;94346
37054;55308;64316;42032;113982;44798;18274;70796;54766;36738;122670;70060;36704;138206;109640;55234;144524;135608;14728;53132;25896;29628;79604;56680;44522;88540;75594;44016;136720;99254;58650;90658;96414;30572;30758;27838;24962;82112;52628;36138;113572;74966;48950;75996;69666;61536;58388;79008;73266;81450;67200;25930;61394;44928;25066;91860;96310;50304;101700;99058
36784;56840;64528;42036;113522;46192;18274;70790;54768;36738;122674;70056;36704;138212;109640;55234;144512;135600;15338;48910;29938;29360;79176;52520;44034;96558;86310;43664;111278;87008;58726;106074;126340;30570;30758;27838;24960;82112;52630;36140;113570;74966;48942;75996;69666;61544;58400;79008;73266;81436;67200;25928;61386;44924;25064;91862;96308;50300;101698;99054
36784;56838;64526;42036;113512;46192;18274;70786;54768;36740;122674;70056;36704;138214;109640;55230;144522;135600;15340;48914;29938;29362;79356;52516;44034;96562;86310;43668;111268;87006;58728;106062;126328;30570;30762;27838;24958;82106;52630;36140;113570;74960;48942;75996;69666;61546;58412;79008;73276;81432;67212;25926;61384;44924;25064;91866;96308;50302;101696;99058
38804;55784;72876;44358;116308;40466;18380;73148;50026;37478;108398;68942;36236;140346;95350;56736;140478;135094;15340;48912;29938;29362;79354;52516;44030;96562;86304;43664;111266;87014;58728;106064;126268;30566;33784;31652;24794;67768;54024;36676;96574;60500;50312;86312;65460;60804;46130;61254;72072;97990;114948;24818;61130;42842;24812;96082;88250;49626;108586;93462
38808;55782;72868;44356;116304;40466;18380;73144;50024;37478;108404;68946;36236;140352;95342;56736;140484;135086;15338;48908;29938;29362;79352;52512;44028;96564;86308;43668;111272;87016;58728;106070;126276;30626;33782;31652;24802;67768;54020;36676;96576;60496;50312;86374;65456;60812;46136;61250;72072;97976;114962;24818;61128;42842;24814;96086;88452;49628;108568;93466
37106;54680;53784;42394;113618;41044;18380;73144;50024;37480;108402;68942;36232;140344;95348;56732;140492;135086;15338;48906;29938;29362;79344;52516;44028;96562;86308;43664;111278;87016;58732;106078;126278;30622;33786;31652;24806;67768;54020;36680;96576;60498;50312;86382;65452;60820;46148;61250;72072;97974;114964;24816;61128;42842;24814;96084;88444;49630;108566;93466
37108;54678;53782;42394;113610;41044;18380;73148;50026;37482;108398;68942;36234;140342;95342;56734;140486;135056;15058;51120;30310;29294;77290;56728;43838;89336;78154;44364;100982;99212;58466;125974;100348;30624;33790;31652;24806;67772;54020;36682;96582;60492;50318;86372;65452;60822;46144;61260;72072;97986;114964;25034;60124;44760;24892;89598;97450;50126;115846;97064
37054;55116;71024;43704;115340;43174;18204;74404;39646;36396;118190;71378;36244;166750;107584;55130;166252;143860;15058;51118;30308;29292;77292;56722;43838;89334;78152;44364;100984;99212;58458;125978;100338;30624;33790;31650;24808;67772;54014;36682;96580;60490;50320;86362;65452;60814;46140;61260;72082;98000;114964;25036;60124;44758;24892;89588;97450;50124;115838;97060
37052;55116;71022;43702;115344;43176;18204;74404;39648;36396;118188;71378;36244;166750;107582;55134;166252;143164;15058;51116;30310;29294;77294;56722;43842;89332;78158;44364;100976;99212;58458;125978;100346;30624;33786;31650;24806;67770;54014;36678;96572;60490;50320;86352;65452;60812;46126;61264;72084;98002;114952;25034;60124;44760;24892;89584;97454;50126;115838;97060
36106;54706;69628;41482;113440;57564;18204;74406;39648;36396;118192;71378;36242;166752;107584;55136;166250;143164;15058;51118;30310;29294;77296;56722;43844;89334;78158;44358;100974;99210;58458;125976;100348;30392;35986;29572;24038;80074;46396;36358;117106;61540;49384;56580;71672;61950;105420;59048;73034;58788;88362;24786;60352;48744;24882;95790;95098;49642;109456;102904
36106;54704;69624;41480;113440;57566;18204;74404;39648;36398;118192;71374;36242;166756;107584;55136;166250;143164;15058;51120;30312;29294;77296;56722;43838;89340;78158;44362;100970;99210;58464;125976;100348;30386;35986;29572;24036;80076;46394;36352;117106;61540;49386;56578;71670;61950;105408;59036;73034;58802;88362;24786;60352;48746;24880;95784;95098;49644;109454;102904
36490;60630;76026;43790;114342;41800;21212;72744;41162;39076;105148;74020;36144;162634;105824;55056;147152;108626;17010;52456;26142;29272;87374;60434;43632;90580;88890;44866;117210;94786;58146;110566;96968;30382;35990;29574;24040;80076;46396;36352;117106;61540;49386;56568;71676;61940;105416;59034;73034;58802;88374;24784;60350;48746;24880;95784;95096;49646;109458;102904
36492;60626;76168;43792;114336;41798;21212;72742;41158;39076;105144;74020;36146;162632;105818;55056;147160;108682;17010;52454;26142;29272;87368;60432;43632;90586;88876;44864;117200;94786;58138;110554;96978;30384;35992;29574;24040;80070;46396;36352;117112;61540;49386;56568;71676;61940;105428;59034;73044;58790;88378;25064;60994;48740;25044;92708;94302;52722;112170;93268
36132;55054;71526;45326;113086;38556;21212;72744;41158;39078;105142;74016;36144;162634;105816;55056;147716;108690;17008;52458;26144;29274;87368;60434;43632;90578;88866;44866;117200;94786;58138;110544;96970;30382;35990;29574;24036;80070;46396;36356;117112;61538;49378;56568;71682;61948;105440;59032;73046;58776;88366;25062;60992;48736;25044;92712;94302;52724;112176;93266
36130;55054;71526;45326;113086;38558;21214;72744;41156;39076;105148;74014;36148;162640;105816;55056;147714;108682;17008;52458;26142;29272;87366;60432;43636;90570;88868;44866;117204;94788;58138;110546;96968;30382;35988;29574;24036;80068;46396;36358;117112;61540;49378;56578;71682;61950;105432;59044;73046;58774;88362;25062;60990;48736;25046;92712;94302;52722;112170;93262
38548;54474;59482;41076;114860;40238;20060;76194;60176;36712;101706;70236;38586;138186;89438;55146;147124;139830;17010;52454;26140;29272;87366;60434;43640;90572;88872;44866;117210;94788;58138;110550;96968;32014;34896;27322;24752;77946;51038;38718;101184;66454;49880;51798;64272;61930;81822;59984;72502;81940;90218;24766;60808;44752;24674;90300;67402;50198;112894;98174
38548;54470;59480;41076;114814;40236;20062;76194;60178;36712;101712;70232;38586;138188;89432;55144;147132;139828;14900;47588;31760;29056;78062;57630;44176;86418;68330;44060;94328;86426;58618;103552;120204;32014;34896;27322;24752;77946;51038;38718;101190;66448;49880;51794;64266;61920;81836;59958;72492;81926;90222;24766;60804;44748;24676;90288;67406;50198;112896;98178
36394;54376;54300;38618;113014;42980;20062;76192;60178;36716;101712;70232;38586;138194;89432;55146;147124;139828;14900;47584;31758;29058;78066;57620;44176;86414;68330;44060;94328;86424;58618;103554;120204;32016;34898;27320;24752;77940;51038;38722;101194;66452;49886;51794;64266;61920;81826;60252;72492;81926;90208;24766;60806;44748;24676;90292;67406;50196;112898;98178
36394;54376;54298;38616;113012;43014;20062;76188;60180;36714;101706;70232;38584;138188;89438;55144;147122;139828;14900;47582;31760;29060;78068;57624;44176;86414;68330;44060;94316;86424;58618;103564;120204;32016;34896;27320;24752;77938;51038;38718;101192;66454;49888;51794;64266;61920;81814;60252;72492;81938;90206;25160;61400;44456;25050;95604;87428;49804;102864;94882
36638;58168;56944;45162;107652;55112;18328;73478;43652;36284;118664;77800;38400;166778;97118;54940;176674;123716;14900;47584;31762;29060;78068;57624;44170;86422;68336;44060;94316;86432;58624;103564;120204;32016;34896;27320;24750;77938;51042;38718;101186;66454;49888;51802;64262;61920;81800;59958;72522;81952;90206;25160;61398;44454;25048;95604;87422;49800;102864;94882
36636;58168;56944;45160;107646;55106;18326;73460;43648;36284;118664;77800;38400;166784;97118;54946;176664;123698;14900;47588;31762;29060;78066;57626;44174;86422;68336;44060;94322;86434;58626;103558;120192;32016;34896;27320;24752;77946;51038;38718;101186;66454;49888;51802;64262;61920;81810;59954;72496;81954;90218;25160;61398;44456;25048;95602;87420;49800;102864;94878
36878;55062;71914;44186;111006;41542;18326;73462;43648;36284;118662;77798;38398;166784;97112;54950;176674;123692;14656;53818;36324;29262;81196;67012;43600;88378;84498;43892;111606;109878;58170;144412;115162;30074;33590;29702;24244;72194;53280;37480;97978;69300;49524;65358;82886;61982;71946;56044;73048;34332;99580;24812;60202;45960;26724;85108;90044;49420;110296;99324
36876;55060;71912;44184;111002;41540;18326;73458;43646;36286;118662;77796;38396;166776;97118;54946;176674;123682;14656;53818;36326;29260;81190;67010;43594;88380;83270;43890;111612;109878;58168;144420;115150;30074;33590;29700;24244;72194;53282;37480;97976;69302;49524;65356;82878;61982;71946;56056;73048;34332;99578;24812;60198;45956;26722;85112;90050;49420;110276;99320
37292;55850;61818;44958;112256;39876;18164;58642;53648;36594;109396;66848;36378;163238;106694;55066;176984;130316;14656;53818;36326;29262;81186;67008;43594;88380;83268;43888;111612;109870;58170;144408;115150;30074;33588;29702;24246;72196;53282;37480;97610;69302;49522;65360;82878;61990;71956;56058;73038;34330;99534;24812;60194;45958;26724;85110;90046;49418;110248;99324
37292;55846;61798;44956;112256;39874;18166;58642;53646;36594;109400;66844;36380;163240;106694;55060;176984;130306;14656;53816;36324;29262;81192;67008;43594;88382;83268;43888;111602;109876;58170;144396;115150;30070;33584;29702;24246;72194;53284;37480;97990;69302;49524;65372;82878;61982;71968;56058;73036;34316;99522;25086;61362;42348;25580;91252;94750;49850;130082;96208
36884;55824;60262;42010;104946;46296;18168;58642;53646;36592;109406;66848;36384;163240;106694;55060;176980;130298;14656;53814;36324;29262;81196;67008;43594;88380;83274;43888;111602;109878;58170;144400;115160;30068;33584;29702;24248;72232;53284;37484;97612;69302;49524;65372;82878;61982;71970;56048;73048;34316;99520;25086;61360;42348;25582;91246;94744;49852;130048;96206
36884;55816;60256;42014;104948;46296;18166;58642;53644;36592;109408;66848;36384;163234;106694;55066;176982;130292;14546;55056;34184;29094;84452;72862;44032;85194;69098;43814;123032;105034;58502;119378;123210;30070;33586;29702;24248;72194;53284;37486;97604;69302;49524;65364;82878;61982;71958;56044;73048;34316;99520;25086;61362;42346;25580;91250;94748;49852;130038;96210
39936;56606;60426;38082;114546;43322;18298;31998;55976;37460;115752;71000;37010;142436;89330;69786;174170;137262;14546;55054;34180;29094;84452;72860;44034;85194;69090;43808;123042;105024;58502;119378;123220;30746;34700;29326;24444;77632;49482;36550;123824;65668;48764;114632;49242;61112;47710;91052;72684;28778;99030;24892;60398;45570;25278;84790;88728;49518;105500;101120
39934;56600;60424;38082;114540;43320;18298;31998;55978;37460;115746;71000;37010;142430;89324;69780;174170;137270;14546;55052;34174;29094;84452;72858;44036;85192;69090;43808;123052;105024;58502;119378;123222;30738;34702;29326;24444;77626;49628;36550;123830;65666;48764;114632;49238;61112;47698;91050;72684;28776;99016;24900;60390;45570;25280;84790;88728;49520;105500;101124
44900;54502;54076;38040;111240;53414;18296;32000;55978;37458;115738;70996;37010;142422;89324;69780;174170;137262;14544;55052;34174;29094;84448;72858;44036;85194;69090;43808;123058;105024;58502;119388;123222;30734;34698;29328;24444;77626;49628;36550;123838;65672;48770;114632;49246;61112;47700;91054;72684;28776;99026;24902;60510;45568;25280;84788;88728;49516;105506;101124
44902;54502;54072;38038;111234;53414;18298;32000;55978;37460;115742;70996;37010;142430;89324;69786;174170;137262;14546;55052;34170;29094;84446;72862;44036;85194;69088;43808;123048;105024;58496;119386;123212;30736;34702;29328;24440;77626;49628;36550;123846;65672;48772;114632;49250;61120;47700;91054;72684;28776;99026;25128;62098;47998;25232;95242;82960;49804;119596;92328
;;;;;;18188;42740;43406;36480;107378;72646;37608;154054;109910;68404;201422;132260;14608;52428;37274;29200;90968;57924;43152;120958;72274;43774;105024;99282;61498;128988;121896;30736;34700;29328;24440;77632;49630;36550;123840;65672;48772;114630;49250;61122;47708;90830;72684;28776;99026;25128;62094;48000;25232;95238;82960;49804;119702;92326
;;;;;;18188;42738;43408;36482;107384;72648;37608;154054;109904;68410;201422;132258;14608;52432;37274;29204;90966;57924;43152;120958;72274;43778;105014;99284;61498;128988;121886;30736;34698;29326;24442;77632;49630;36556;123832;65674;48764;114630;49250;61122;47710;90826;72694;28776;99026;25130;62092;47998;25232;95242;82960;49804;119698;92324
;;;;;;18188;42738;43406;36484;107390;72644;37608;154056;109888;68410;201420;132250;14608;52432;37274;29202;90960;57928;43156;120956;72274;43780;105072;99284;61504;128978;121886;31824;32016;27604;24288;70812;56446;36324;101244;53332;49194;62570;57314;61510;36016;92806;73218;88650;74214;24860;61070;45906;24888;93940;86444;49558;86666;95084
;;;;;;18188;42738;43406;36484;107386;72644;37604;154048;109850;68410;201390;132258;14608;52430;37274;29200;90962;57930;43158;120956;72276;43780;105076;99284;61506;128974;121886;31822;32014;27800;24288;70814;56444;36324;101248;53326;49194;62572;57316;61502;36026;92806;73218;88658;74202;24858;61052;45890;24886;93940;86448;49560;86668;95088
;;;;;;19204;48478;28356;36410;119252;72610;36208;127450;101190;60112;162276;119226;14610;52428;37274;29202;90968;57926;43154;120958;72276;43780;105086;99272;61506;128984;121884;31820;32014;27814;24284;70816;56444;36324;101250;53324;49194;62574;57308;61500;36026;92806;73218;88670;74210;24860;61024;45888;24888;93938;86444;49562;86668;95084
;;;;;;19204;48478;28354;36408;119256;72610;36212;127450;101184;60110;162284;119234;14582;54104;31064;29080;92172;65116;44950;96610;81204;43826;110320;91144;59668;146142;127580;31820;32016;27572;24286;70816;56444;36324;101250;53330;49194;62574;57304;61500;36026;92816;73218;88684;74210;25120;61852;46748;26044;90358;85250;50052;106084;93754
;;;;;;19202;48482;28356;36410;119252;72606;36210;127440;101184;60116;162294;119234;14582;54104;31062;29080;92168;65110;44948;96608;81204;43828;110328;91136;59668;146138;127580;31820;32018;27758;24288;70814;56448;36320;101248;53330;49194;62574;57304;61500;36014;92806;73208;88684;74214;25120;61852;46746;26044;90356;85250;50052;106084;93756
;;;;;;19202;48480;28356;36410;119250;72610;36210;127458;101190;60116;162286;119226;14582;54102;31062;29076;92174;65110;44942;96602;81204;43830;110334;91134;59670;146138;127582;31818;32018;27750;24288;70814;56448;36324;101250;53332;49194;62572;57304;61500;36016;92806;73216;88670;74214;25122;61850;46744;26044;90356;85250;50048;106084;93756
;;;;;;18168;73074;35936;36256;105252;74802;39382;149220;92586;55078;125178;126910;14582;54100;31062;29078;92170;65114;44942;96608;81204;43824;110324;91142;59664;146152;127582;30866;33668;27882;24648;74114;44884;36766;93880;64898;48702;71120;76560;60924;41722;70476;72634;63354;71094;24782;62390;46582;24716;88228;92534;49212;118686;101580
;;;;;;18168;73072;35938;36254;105256;74798;39382;149224;92586;55072;125170;126910;14582;54102;31064;29080;92164;65108;44938;96616;81204;43824;110316;91144;59662;146140;127570;30860;33672;27882;24652;74114;44878;36766;93872;64900;48694;71120;76560;60924;41710;70470;72634;63368;71096;24780;62386;46580;24716;88222;92532;49212;118680;101576
;;;;;;18168;73066;35938;36254;105258;74802;39382;149224;92586;55078;125160;126916;15376;54022;27606;29224;95286;62140;45242;104550;72080;43688;117550;80404;58224;130660;106528;30858;33678;27882;24652;74112;44874;36766;93870;64896;48694;71122;76568;60932;41698;70466;72634;63354;71084;24782;62386;46578;24716;88224;92534;49212;118682;101574
;;;;;;18168;73068;35938;36254;105252;74798;39384;149218;92592;55078;125168;126910;15376;54020;27604;29224;95256;62140;45246;104550;72082;43682;117544;80402;58224;130660;106528;30856;33674;27882;24654;74114;44952;36766;93868;64894;48700;71176;76568;60926;41696;70466;72634;63340;71092;25074;61750;47844;25220;85538;96832;50012;118216;104160
;;;;;;18346;74574;34716;36218;99114;73654;36120;129674;106686;55640;174396;136912;15376;54018;27606;29224;95256;62140;45246;104550;72082;43686;117548;80402;58224;130666;106528;30854;33668;27882;24654;74114;44870;36770;93866;64894;48702;71176;76568;60924;41748;70466;72634;63326;71094;25074;61744;47842;25222;85544;96832;50014;118214;104146
;;;;;;18346;74576;34716;36224;99106;73650;36118;129680;106924;55654;174396;136904;15376;54022;27608;29224;95258;62142;45246;104544;72082;43688;117550;80402;58224;130672;106538;30854;33666;27882;24656;74114;44956;36772;93872;64894;48702;71174;76562;60924;41760;70466;72634;63340;71094;25074;61746;47842;25222;85542;96836;50016;118186;104146
;;;;;;18346;74574;34716;36224;99108;73654;36118;129688;106906;55654;174396;136912;15374;54024;27608;29224;95254;62142;45240;104542;72082;43688;117550;80402;58230;130672;106530;30132;30190;27660;24260;86062;46244;36972;92978;66734;48902;54114;62342;63198;40448;77260;73256;47548;96826;24902;60188;47378;24792;92912;86694;49512;119266;98708
;;;;;;18346;74574;34716;36224;99112;73654;36118;129680;106836;55648;174398;136912;14504;55522;25522;29066;81172;67374;44632;109758;76722;44192;136408;114598;60426;127568;104346;30128;30190;27662;24262;86060;46242;36972;92970;66728;48904;54122;62346;63200;40458;77254;73256;47536;96794;24902;60176;47376;24792;92910;86686;49512;119266;98766
;;;;;;18124;67264;38840;36528;101426;72830;36270;156906;95918;55706;165348;138934;14502;55520;25520;29066;81174;67376;44636;109714;76724;44196;136404;114586;60426;127558;104336;30128;30186;27660;24262;86062;46242;36972;92962;66724;48902;54122;62346;63200;40470;77258;73256;47522;96794;24902;60170;47368;24792;92906;86690;49512;119258;98760
;;;;;;18124;67266;38838;36528;101428;72830;36270;156906;95912;55700;165332;139268;14502;55522;25518;29064;81174;67376;44640;109566;76722;44196;136394;114578;60432;127556;104338;30126;30186;27660;24262;86066;46242;36972;92968;66724;48902;54122;62338;63200;40472;77258;73266;47520;96778;25104;61262;48502;24936;84164;90582;49940;114404;96414
;;;;;;18126;67268;38838;36526;101432;72828;36270;156898;95918;55704;165330;139246;14504;55524;25518;29066;81170;67376;44642;109572;76722;44200;136388;114576;60434;127560;104328;30128;30188;27660;24258;86060;46240;36972;92968;66724;48908;54112;62334;63200;40462;77258;73268;47534;96762;25102;61234;48500;24938;84162;90582;49936;114402;96410
;;;;;;18124;67266;38840;36528;101432;72828;36272;156896;95914;55706;165338;139244;14504;55522;25520;29066;81168;67380;44642;109574;76722;44198;136398;114568;60434;127564;104172;30126;30192;27660;24258;86060;46244;36976;92966;66730;48910;54114;62334;63192;40450;77258;73268;47546;96774;25104;61230;48494;24938;84166;90582;49936;114410;96408
;;;;;;19848;75246;51552;37464;106416;66998;36218;153536;105312;55094;136448;129238;14902;53886;26516;29304;64974;51574;43662;111666;65218;43508;112534;92734;58650;134790;120652;30778;33070;27610;24404;70314;51196;36778;87246;55176;48542;54780;72326;62730;40932;62518;72646;58808;104176;24822;61534;47564;24726;99058;88278;50072;104152;91368
;;;;;;19850;75242;51548;37462;106416;66994;36218;153530;105306;55094;136438;129244;14902;53886;26514;29306;64974;51572;43662;111674;65218;43502;112530;92712;58648;134792;120930;30776;33072;27608;24404;70314;51194;36772;87246;55172;48542;54770;72272;62730;40932;62518;72646;58804;104180;24822;61534;47564;24726;99058;88282;50090;104152;91362
;;;;;;19850;75242;51548;37462;106412;66994;36218;153536;105290;55096;136428;129244;14902;53888;26516;29308;64974;51570;43660;111676;65212;43502;112536;92720;58650;134798;120870;30776;33068;27606;24404;70314;51194;36772;87248;55170;48548;54768;72272;62740;40932;62528;72644;58818;104180;24822;61534;47564;24728;99056;88278;50090;104152;91360
;;;;;;19850;75242;51548;37464;106406;66998;36218;153542;105282;55096;136434;129236;14902;53892;26516;29308;64978;51574;43662;111674;65216;43502;112548;92722;58650;134798;120868;30774;33068;27608;24404;70314;51198;36772;87250;55170;48542;54768;72268;62740;40922;62532;72646;58832;104180;24992;60626;50090;24966;93124;87890;50254;120280;106782
;;;;;;18218;74428;54126;37292;107904;70542;36558;143414;109100;54924;145690;129190;14902;53890;26518;29308;64974;51574;43662;111672;65218;43506;112544;92722;58650;134786;120822;30774;33066;27608;24404;70314;51198;36776;87258;55170;48542;54778;72262;62730;40920;62522;72646;58832;104180;24992;60624;50090;24964;93344;87880;50252;120276;106772
;;;;;;18218;74428;54128;37292;107906;70542;36558;143414;109092;54918;145690;129188;14764;44456;28534;28800;78914;68630;44012;96446;74836;44340;112906;88144;58688;117092;120256;30774;33070;27610;24404;70314;51198;36778;87260;55170;48542;54780;72260;62730;40920;62518;72646;58820;104180;24992;60624;50088;24966;93120;87880;50252;120272;106762
;;;;;;18216;74430;54126;37294;107902;70542;36558;143406;109086;54918;145690;129188;14762;44460;28534;28800;78906;68632;44006;96440;74842;44334;112912;88142;58688;117080;120244;30204;32904;29730;24346;74126;46374;36062;106612;57302;49066;61914;68700;61722;51884;67918;72332;44564;74664;24814;61788;47196;24798;89048;85844;49654;115372;93948
;;;;;;18214;74430;54124;37290;107900;70542;36544;143408;109092;54866;145690;129188;14756;44464;28532;28788;78908;68632;43976;96442;74838;44306;112902;88144;58658;117084;120244;30162;32908;29728;24332;74122;46384;36038;106610;57296;49052;61914;68708;61704;51884;67918;72286;44570;74662;24808;61792;47194;24780;89048;85848;49636;115368;93948
;;;;;;19100;74878;40682;36570;106210;67624;36348;146788;103636;55214;150508;129000;14752;44460;28532;28786;78914;68634;43970;96444;74836;44304;112892;88144;58658;117094;120244;30144;32908;29726;24344;73846;46390;36032;106608;57294;49050;61912;68710;61684;51882;67918;72272;44556;74664;24806;61792;47194;24778;89048;85844;49630;115376;93948
;;;;;;19098;75030;40678;36570;106208;67616;36348;146792;103632;55210;150516;129004;14752;44456;28534;28780;78918;68634;43964;96446;74836;44304;112898;88144;58656;117094;120242;30144;32906;29726;24342;73840;46390;36034;106602;57300;49050;61912;68710;61684;51884;67918;72272;44540;74664;25088;61896;44682;24980;96012;96776;49826;103092;99208
;;;;;;19098;75022;40678;36570;106206;67616;36348;146794;103630;55208;150516;129000;14764;30912;33656;29192;85676;54872;43630;92884;74204;44410;114104;98280;58934;119872;111880;30144;32902;29728;24342;73838;46390;36034;106602;57302;49042;61912;68710;61682;51884;67906;72272;44540;74664;25086;61894;44682;24978;96012;96776;49822;103098;99204
;;;;;;19096;75026;40678;36570;106208;67616;36346;146788;103630;55208;150518;129000;14762;30906;33656;29190;85678;54874;43634;92876;74220;44410;114106;98282;58926;119872;111854;30144;32902;29728;24344;73838;46390;36032;106604;57302;49042;61910;68710;61690;51928;67914;72272;44554;74664;25084;61894;44682;24980;96012;96772;49822;103090;99206
;;;;;;18218;75240;52308;36582;97736;74366;41204;158546;99042;56602;163292;132952;14764;30906;33656;29190;85670;54876;43638;92882;74268;44410;114110;98282;58932;119862;111854;30600;34542;25498;24424;76796;41686;36498;114144;62478;48630;68406;82884;65016;62778;65246;72882;52942;92484;24916;60986;45426;24808;90580;80742;50456;87686;92246
;;;;;;18218;75236;52310;36584;97734;74362;41202;158546;99042;56602;163288;132952;14764;30908;33656;29190;85670;54876;43640;92890;74268;44410;114116;98282;58934;119862;111842;30600;34538;25496;24424;76782;41676;36500;114154;62506;48632;68414;82874;65016;62766;65248;72882;52980;93592;24916;60986;45424;24808;90576;80734;50456;87684;92244
;;;;;;18220;75232;52308;36584;97738;74362;41204;158538;99048;56602;163298;132944;14764;30908;33658;29190;85672;54878;43636;92888;74268;44404;114114;98282;58934;119864;111852;30600;34538;25496;24424;76462;41670;36500;114146;62506;48632;68412;82870;65016;62764;65248;72882;52980;93586;24916;60986;45426;24810;90574;80734;50456;87690;92246
;;;;;;18220;75232;52308;36584;97740;74366;41206;158546;99042;56608;163300;132944;14510;31606;32688;29108;69472;60232;44134;81810;80168;45102;119226;100474;58602;143132;105042;30598;34542;25498;24424;76516;41668;36498;114140;62506;48640;68404;82870;65016;62766;65246;72882;52980;93596;25102;62098;46068;25008;93156;94992;51068;118002;101158
;;;;;;18352;74716;55068;36296;111128;71854;38536;145446;103512;56232;160256;132868;14512;31606;32688;29112;69472;60232;44128;81818;80166;45106;119214;100740;58608;143130;105042;30598;34546;25498;24426;76518;41664;36502;114132;62504;48638;68396;82870;65024;62766;65248;72882;52966;93596;25102;62070;46070;25008;93156;94986;51068;117996;101154
;;;;;;18354;74714;55068;36296;111126;71854;38534;145442;103510;56232;160256;132868;14514;31604;32786;29112;69476;60236;44128;81816;80166;45104;119212;100740;58610;143118;105052;30596;34546;25680;24426;76518;41660;36504;114138;62474;48638;68394;82878;65026;62778;65246;72894;52966;93594;25102;62070;46068;25008;93160;94984;51064;117994;101148
;;;;;;18354;74712;55068;36298;111126;71854;38534;145436;103516;56228;160256;132860;14514;31604;32688;29110;69474;60236;44128;81808;80160;45104;119222;100740;58610;143120;105042;30760;34422;27406;24288;83106;40654;36368;116282;57880;48952;71008;89024;61132;56338;49616;82362;34762;93828;24790;61794;48344;24806;100468;88756;49500;132084;95550
