2n1c1m;2n1c2m;2n1c3m;2n2c1m;2n2c3m;2n2c5m;4n1c1m;4n1c4m;4n1c6m;4n2c2m;4n2c6m;4n2c10m;4n3c2m;4n3c8m;4n3c13m;4n4c3m;4n4c10m;4n4c16m;5n1c1m;5n1c5m;5n1c8m;5n2c2m;5n2c8m;5n2c12m;5n3c3m;5n3c10m;5n3c16m;5n4c3m;5n4c13m;5n4c20m;5n5c4m;5n5c15m;5n5c24m;6n1c2m;6n1c6m;6n1c10m;6n2c2m;6n2c9m;6n2c15m;6n3c3m;6n3c12m;6n3c20m;6n4c4m;6n4c15m;6n4c24m;6n5c5m;6n5c18m;6n5c29m;6n6c6m;6n6c21m;6n6c34m;3n1c1m;3n1c3m;3n1c5m;3n2c1m;3n2c5m;3n2c7m;3n3c2m;3n3c6m;3n3c10m
;;;;;;18352;74714;55068;36300;111128;71854;38538;145442;103510;56226;160256;132868;14512;31604;32688;29110;69470;60234;44132;81808;80164;45102;119226;100732;58610;143130;105044;30760;34426;27404;24290;83108;40658;36368;116282;57880;48950;71000;89020;61140;56338;49614;82362;34750;93692;24792;61798;48342;24808;100468;88760;49500;132070;95546
;;;;;;18210;67818;46638;36506;103406;69590;36378;168498;104650;52718;151750;127216;16456;42654;25808;29616;79594;67014;43624;87608;79944;45240;101934;104286;58284;131510;125334;30758;34430;27404;24290;83114;40660;36372;116286;57880;48950;70996;89030;61132;56348;49626;82362;34746;93670;24790;61786;48342;24808;100468;88760;49500;132062;95546
;;;;;;18210;67814;46638;36522;103400;69590;36378;168502;104644;52726;151758;127220;16456;42664;25806;29612;79594;67010;43624;87606;79968;45244;101930;104284;58284;131524;125332;30758;34430;27406;24290;83108;40660;36368;116290;57880;48956;70998;89032;61132;56362;49630;82362;34760;93670;25064;60698;48456;24938;100220;98832;50482;117714;99892
;;;;;;18212;67812;46638;36524;103400;69590;36380;168496;104644;52728;151750;127224;16456;42662;25804;29612;79590;67010;43624;87602;79976;45246;101938;104286;58286;131536;125342;30760;34426;27406;24290;83108;40660;36368;116290;57880;48958;71008;89032;61132;56362;49630;82362;34776;93670;25062;60696;48454;24936;100216;98836;50482;117712;99892
;;;;;;18210;67810;46640;36526;103400;69590;36382;168494;104644;52724;151748;127222;16456;42658;25804;29616;79590;67010;43624;87602;79970;45242;101946;104286;58284;131530;125342;30760;34422;27408;24286;83104;40660;36368;116282;57880;48958;71008;89032;61132;56350;49618;82362;34774;93682;25060;60690;48456;24936;100214;98836;50482;117712;99892
;;;;;;18334;76080;47916;37136;102984;66236;36166;111128;96672;55066;166736;134218;16456;42658;25804;29616;79592;67010;43628;87608;79974;45240;101936;104286;58284;131518;125344;30728;31086;28026;24396;73378;50956;36318;99816;57866;50840;102148;72134;60968;54598;56276;72484;51698;91678;24876;61894;45912;24754;102126;93736;49482;116138;98780
;;;;;;18334;76232;47914;37134;102982;66234;36172;111120;96666;55056;166744;134218;15668;51430;31194;29376;85218;58950;44046;94074;87176;44790;119990;83982;58888;115760;119510;30728;31082;28028;24398;73382;50954;36316;99812;57866;50842;102150;72134;60966;54600;56274;72472;51712;91662;24878;61894;45910;24754;102122;93740;49482;116144;98776
;;;;;;18334;76226;47916;37134;102988;66234;36170;111120;96666;55060;166738;134218;15668;51426;31192;29376;85216;58950;44052;94050;87168;44790;119982;83732;58888;115752;119462;30726;31078;28028;24398;73386;50952;36316;99808;57872;50848;102142;72142;60966;54590;56262;72482;51726;91676;24880;61892;45904;24752;102122;93736;49484;116136;98780
;;;;;;18334;76220;47918;37136;102996;66230;36170;111120;96666;55060;166736;134210;15668;51426;31192;29376;85220;58950;44048;94042;87168;44786;119992;83972;58880;115752;119460;30726;31078;28028;24398;73390;50952;36320;99808;57858;50848;102142;72142;60974;54576;56258;72484;51724;91662;25462;62352;50048;24960;103090;98802;49970;114326;105058
;;;;;;18202;75174;56880;36646;107214;72986;36894;69536;100184;62326;149806;132568;15666;51430;31192;29376;85224;58950;44048;94036;87168;44788;120002;83980;58880;115746;119414;30730;31082;28026;24398;73384;50956;36322;99814;57850;50840;102142;72138;60976;54576;56258;72484;51712;91632;25460;62426;50046;24960;103088;98802;49970;114330;105058
;;;;;;18202;75174;56876;36648;107212;72980;36890;69530;100190;62326;149814;132558;15666;51432;31192;29376;85222;58950;44046;94044;87168;44790;120000;83982;58880;115750;119380;30728;31086;28024;24398;73384;50956;36322;99816;57850;50840;102150;72134;60976;54586;56270;72484;51698;91344;25460;62416;50048;24958;103088;98806;49970;114322;105058
;;;;;;18204;75172;56876;36646;107212;72980;36892;69530;100190;62326;149816;132558;14642;56040;36266;29296;87136;60880;43740;81706;79108;44486;94672;100034;58082;126070;105218;30354;31786;27640;24986;78006;57078;36410;105250;68510;49010;68976;52232;62752;48478;62508;73578;37506;75892;;;;;;;;;
;;;;;;18204;75170;56872;36644;107210;72982;36894;69532;100190;62320;149814;132558;14642;56038;36268;29298;87136;60880;43740;81706;79102;44486;94682;100034;58088;126072;105226;30350;31790;27640;24986;78006;57076;36420;105248;68510;49018;68984;52232;62750;48488;62506;73576;37492;75892;;;;;;;;;
;;;;;;19136;73316;54830;36370;105954;72956;36188;117220;104972;60804;180646;116136;14642;56030;36266;29298;87132;60876;43740;81706;79106;44482;94676;100034;58090;126074;105226;30350;31794;27640;24986;78000;57076;36422;105256;68502;49010;68986;52232;62750;48490;62496;73576;37480;75890;;;;;;;;;
;;;;;;19134;73312;54828;36378;105950;72950;36186;117214;104972;60822;180646;116144;14644;56030;36264;29304;87132;60878;43744;81708;79106;44496;94666;100026;58114;126070;105226;30350;31794;27640;24986;78004;57076;36428;105256;68502;49026;68976;52236;62752;48490;62508;73576;37466;75888;;;;;;;;;
;;;;;;19134;73312;54830;36380;105950;72950;36186;117212;104972;60828;180638;116144;14646;56028;36264;29310;87132;60876;43746;81708;79108;44510;94666;100032;58116;126062;105226;30350;31790;27640;25022;78006;57076;36434;105256;68506;49040;68966;52236;62770;48480;62492;73576;37478;75892;;;;;;;;;
;;;;;;19136;73312;54830;36382;105948;72950;36188;117214;104972;60840;180636;116136;16644;50076;31638;28934;84954;56968;44140;96138;83608;44864;115218;96280;58496;107702;107022;30346;31786;27640;25022;78010;57082;36434;105250;68506;49050;68966;52226;62770;48478;62502;73586;37492;75892;;;;;;;;;
;;;;;;18198;71352;58928;36976;100964;63044;38698;137976;53516;55194;161220;127980;16642;50078;31636;28934;84954;56966;44138;96138;83606;44852;115222;96278;58488;107700;107014;30588;31112;27412;32306;78594;60784;36732;99256;77298;48936;72144;55628;60406;37632;61390;72746;56086;108972;;;;;;;;;
;;;;;;18196;71300;58926;36972;100968;63042;38704;137984;53516;55186;161218;127970;16640;50080;31634;28930;85198;56966;44138;96140;83606;44856;115232;96278;58488;107698;107000;30598;31112;27410;32306;78592;60780;36732;99256;77290;48928;72142;55628;60394;37620;61386;72756;56084;108970;;;;;;;;;
;;;;;;18196;71300;58928;36972;100970;63040;38704;137984;53516;55182;161226;127962;16640;50078;31634;28930;85200;56966;44132;96140;83606;44858;115232;96286;58496;107692;106998;30598;31110;27410;32306;78586;60780;36732;99262;77462;48928;72150;55620;60396;37628;61384;72756;56084;108968;;;;;;;;;
;;;;;;18196;71300;58930;36974;100964;63040;38704;137978;53512;55188;161226;127962;16640;50078;31632;28930;85206;56970;44132;96146;83612;44858;115226;96288;58496;107702;106988;30598;31106;27412;32306;78584;60778;36732;99270;77462;48928;72150;55624;60394;37638;61392;72754;56098;108966;;;;;;;;;
;;;;;;18388;73244;59488;36234;110362;73448;36168;124968;58730;58140;163488;135818;14682;53486;36154;29172;78974;64964;43838;92778;70222;44474;109986;108216;58104;133464;124418;30596;31104;27414;32306;78584;60782;36734;99272;77464;48928;72150;55624;60402;37650;61396;72754;56098;108966;;;;;;;;;
;;;;;;18388;73244;59488;36232;110366;73442;36170;124960;58730;58140;163478;135810;14682;53480;36156;29174;78968;64960;43838;92776;70220;44474;109988;108214;58104;133452;124430;30596;31106;27768;32306;78586;60782;36728;99266;77464;48928;72140;55628;60404;37640;61386;72764;56096;108966;;;;;;;;;
;;;;;;18388;73246;59492;36234;110372;73442;36168;124954;58730;58140;163462;135802;14682;53482;36156;29174;78970;64958;43838;92778;70222;44474;109988;108214;58110;133440;124430;30488;33470;26756;30210;64196;54206;36368;88680;57670;49816;80830;49044;60902;79700;51932;73152;46042;76886;;;;;;;;;
;;;;;;18388;73242;59490;36234;110366;73446;36168;124960;58730;58144;163462;135810;14680;53484;36156;29170;78976;64958;43838;92782;70228;44474;109986;108222;58112;133444;124420;30486;33472;26756;30210;64202;54354;36368;88676;57670;49816;80822;49042;60902;79710;51928;73140;46058;76886;;;;;;;;;
;;;;;;18190;68456;47702;36194;108480;65536;38088;148764;56572;58122;171834;136900;14682;53486;36156;29170;78978;64952;43842;92776;70230;44474;109986;108224;58112;133454;124418;30486;33470;26758;30206;64206;54354;36362;88676;57670;49816;80812;49042;60902;79700;51928;73150;46072;76898;;;;;;;;;
;;;;;;18190;68456;47700;36198;108474;65536;38090;148756;56572;58140;171832;136890;14490;52668;31418;28980;76628;68650;43856;88260;72768;44840;132486;100418;58720;109560;107756;30486;33466;26756;30206;64212;54330;36362;88668;57670;49810;80804;49052;60902;79698;51938;73152;46058;76898;;;;;;;;;
;;;;;;18190;68458;47700;36198;108468;65536;38090;148764;56572;58144;171832;136882;14492;52668;31416;28982;76630;68648;43862;88252;72768;44840;132494;100410;58728;109572;107756;30486;33464;26756;30206;64208;54320;36362;88672;57670;49814;80814;49052;60902;79688;51928;73152;46044;76890;;;;;;;;;
;;;;;;18190;68458;47698;36198;108474;65536;38086;148758;56572;58146;171832;136888;14492;52664;31416;28984;76632;68644;43862;88254;72768;44840;132494;100410;58724;109584;107746;30484;33466;26758;30208;64202;54318;36368;88670;57670;49816;80824;49052;60894;79700;51928;73152;46030;76886;;;;;;;;;
;;;;;;18316;73428;49356;37366;112366;72360;39002;133074;101978;57888;144638;138752;14492;52664;31418;28984;76632;68644;43862;88256;72774;44840;132490;100410;58726;109578;107744;30626;23768;27716;30062;73042;55334;36714;87326;60144;48722;87408;65276;60322;55714;79720;72592;45788;80710;;;;;;;;;
;;;;;;18318;73430;49356;37370;112366;72362;38998;133066;101978;57888;144646;138750;14492;52666;31546;28984;76630;68640;43856;88260;72774;44842;132486;100418;58728;109566;107754;30624;23766;27720;30062;73040;55334;36714;87324;60142;48728;87412;65276;60322;55704;79720;72592;45772;80696;;;;;;;;;
;;;;;;18318;73428;49358;37370;112372;72356;38998;133060;101978;57888;144648;138750;15932;53300;32244;29336;92562;61010;43858;111758;69188;44472;150412;85338;58082;139514;126128;30622;23770;27722;30062;73036;55328;36714;87332;60148;48734;87422;65276;60330;55702;79720;72592;45760;80680;;;;;;;;;
;;;;;;18318;73428;49358;37370;112366;72356;38998;133066;101980;57892;144638;138750;15932;53302;32242;29338;92560;61004;43862;111766;69186;44472;150408;85310;58084;139512;126128;30622;23774;27722;30064;73034;55328;36714;87338;60148;48736;87432;65276;60324;55702;79720;72602;45772;80682;;;;;;;;;
;;;;;;18248;74828;43692;36626;104768;74040;37406;165974;97836;58156;149048;134354;15934;53300;32240;29338;92556;61002;43858;111766;69188;44472;150398;85302;58082;139512;126138;30622;23776;27722;30066;73036;55326;36708;87332;60144;48730;87424;65276;60322;55714;79720;72604;45786;80666;;;;;;;;;
;;;;;;18250;74830;43692;36626;104760;74040;37410;165974;97830;58156;149054;134354;15934;53298;32242;29336;92562;60996;43858;111412;69188;44476;150392;85300;58082;139512;126128;30626;23772;27722;30066;73038;55332;36712;87330;60142;48730;87416;65274;60322;55714;80010;72594;45800;80666;;;;;;;;;
;;;;;;18250;74828;43692;36626;104758;74040;37414;165974;97836;58156;149044;134354;15932;53296;32244;29334;92562;61002;43858;111406;69188;44478;150402;85288;58082;139512;126128;30396;28044;27298;29890;76356;56184;36458;94978;67426;48744;72442;75478;60622;52712;63534;73482;63766;64466;;;;;;;;;
;;;;;;18250;74824;43686;36626;104766;74040;37414;165966;97836;58154;149042;134354;14780;52472;34000;29084;80058;68216;43842;92898;66960;48066;116546;83086;60844;133622;113836;30396;28042;27298;29890;76362;56184;36452;94978;67408;48744;72434;75478;60624;52720;63510;73494;63780;64452;;;;;;;;;
;;;;;;19080;74732;58168;36898;103866;72038;36124;122648;101064;58210;141270;137048;14780;52594;34000;29084;80058;68216;43842;92890;66960;48066;116538;83036;60844;133622;113832;30396;28038;27298;29890;76362;56184;36452;94978;67398;48744;72424;75482;60632;52722;63488;73484;63782;64338;;;;;;;;;
;;;;;;19078;74728;58170;36902;103868;72036;36120;122648;101058;58210;141260;137048;14780;52592;33998;29080;80060;68216;43842;92886;66958;48066;116546;83028;60844;133622;113832;30394;28034;27298;29890;76362;56182;36454;94972;67394;48744;72424;75482;60632;52722;63468;73484;63770;64322;;;;;;;;;
;;;;;;19078;74726;58168;36900;103872;72034;36120;122650;101064;58210;141268;137040;14782;52592;34000;29080;80060;68220;43842;92892;66966;48062;116548;83026;60844;133622;113842;30388;28036;27298;29886;76354;56184;36458;94972;67392;48750;72432;75482;60632;52710;63480;73484;63754;64318;;;;;;;;;
;;;;;;19078;74684;58168;36900;103872;72034;36120;122646;101064;58210;141278;137040;14780;52598;34000;29080;80064;68220;43836;92900;66962;48060;116544;83026;60844;133622;113844;30388;28040;27298;29886;76352;56184;36458;94972;67392;48752;72442;75482;60632;52706;63482;73482;63754;64320;;;;;;;;;
;;;;;;18220;71694;42974;36550;105084;72634;38240;139028;100822;57908;156110;137780;15312;54398;36156;29242;90626;65744;43620;107600;77396;44554;101248;80052;58386;83524;127110;35752;41880;26764;33100;83932;53086;36624;119072;73892;48678;63698;82422;60382;94994;75146;71926;75194;72358;;;;;;;;;
;;;;;;18220;71694;42972;36546;105076;72634;38238;139026;100828;57908;156116;137772;15312;54398;36152;29242;90630;65744;43620;107604;77382;44554;101244;80052;58386;83512;127110;35750;41876;26788;33100;83934;53088;36624;119070;73892;48678;63698;82400;60382;94982;75134;71926;75180;72370;;;;;;;;;
;;;;;;18218;71692;42972;36546;105072;72630;38238;139030;100828;57908;156128;137772;15312;54396;36150;29242;90626;65746;43620;107604;77378;44554;101234;80054;58386;83510;127110;35746;41874;26776;33096;83936;53084;36624;119078;73892;48684;63698;82398;60390;94992;75134;71926;75192;72356;;;;;;;;;
;;;;;;18218;71694;42972;36548;105072;72634;38240;139032;100828;57912;156118;137780;15312;54396;36150;29246;90624;65746;43620;107606;77380;44554;101230;80046;58386;83506;127110;35748;41878;26734;33096;83936;53082;36620;119076;73892;48678;63688;82398;60392;95004;75134;71936;75192;72358;;;;;;;;;
;;;;;;18460;71446;39436;36532;97448;65606;36190;142904;87198;57274;202418;125810;15310;54398;36152;29246;90626;65740;43626;107606;77374;44554;101238;80044;58386;83518;127110;35748;41878;26734;33100;83932;53086;36624;119076;73892;48678;63688;82386;60392;95016;75144;71938;75206;72358;;;;;;;;;
;;;;;;18460;71446;39432;36528;97446;65602;36196;142898;87198;57270;202418;125804;14542;45084;28980;29090;96422;58562;45664;103600;78094;44956;157260;94540;58662;103158;112844;35748;41876;26734;33100;83932;53086;36624;119070;73892;48678;63688;82396;60392;95006;75104;71938;75194;72356;;;;;;;;;
;;;;;;18460;71584;39434;36528;97452;65602;36194;142898;87198;57268;202410;125810;14542;45086;28978;29088;96426;58560;45664;103598;78094;44956;157258;94542;58664;103164;112822;30798;37948;27498;28640;87322;53156;36334;114538;66604;48748;71048;77018;60508;96470;71656;73110;76134;86416;;;;;;;;;
;;;;;;18460;71584;39432;36528;97454;65602;36192;142902;87198;57272;202406;125810;14542;45212;28978;29088;96420;58556;45670;103594;78096;44960;157258;94542;58664;103176;112820;30798;37950;27496;28640;87318;53154;36334;114878;66604;48748;71048;77014;60498;96482;71656;73110;76130;86416;;;;;;;;;
;;;;;;18202;69664;51638;36432;104764;70558;36508;128960;102014;58868;170230;131950;14544;45206;28978;29088;96418;58554;45664;103588;78094;44958;157268;94540;58656;103176;112822;30798;37950;27498;28640;87318;53154;36338;114878;66604;48748;71048;77016;60506;96484;71646;73110;76134;86416;;;;;;;;;
;;;;;;18204;69666;51636;36436;104764;70558;36508;128972;102014;58870;170228;131958;14542;45206;28978;29088;96420;58558;45664;103596;78096;44956;157258;94540;58656;103162;112828;30798;37946;27500;28642;87312;53158;36340;114870;66604;48740;71048;77006;60508;96484;71646;73110;76136;86416;;;;;;;;;
;;;;;;18204;69668;51638;36436;104764;71720;36504;128966;102014;58872;170236;131966;15236;40510;31770;29258;96972;57968;43754;112358;78094;43916;135054;102514;58394;140936;83664;30798;37946;27500;28644;87316;53158;36340;114868;66602;48746;71048;76994;60508;96472;71646;73110;76148;86416;;;;;;;;;
;;;;;;18204;69668;51638;36436;104758;70558;36506;128958;102014;58868;170238;131966;15234;40514;31768;29254;96972;57966;43754;112352;78092;43922;135056;102514;58394;140922;83664;30798;37946;27500;28644;87320;53158;36340;114538;66602;48748;71048;76992;60508;96470;71656;73100;76148;86428;;;;;;;;;
;;;;;;18352;75616;54658;37434;120066;70164;36178;113974;103848;57598;160242;124566;15234;40516;31770;29254;96976;57968;43758;112358;78092;43922;135058;102514;58394;140916;83654;30672;32746;31884;24506;78572;53758;36572;116720;66798;48784;89102;72702;60452;117074;74020;72576;57966;109370;;;;;;;;;
;;;;;;18352;75612;54658;37430;120064;70160;36178;113964;103840;57602;160234;124558;15234;40512;31770;29254;96974;57968;43760;112366;78094;43918;135048;102514;58392;140928;83652;30662;32748;31884;24508;78572;53754;36572;116714;66796;48790;89100;72702;60452;117086;74018;72576;57956;109368;;;;;;;;;
;;;;;;18350;75616;54658;37430;120058;70162;36180;113962;103840;57604;160242;124558;15236;40508;31770;29256;96972;57968;43754;112364;78094;43916;135046;102514;58394;140938;83654;30664;32750;31882;24508;78576;53674;36572;116720;66796;48796;89100;72702;60460;117086;74032;72576;57952;109366;;;;;;;;;
;;;;;;18352;75616;54660;37432;120062;70158;36182;113970;103836;57604;160250;124566;14616;41022;34700;29056;85378;63772;44492;85016;67910;43878;116518;106802;58732;119706;116080;30662;32750;31880;24506;78584;53534;36572;116724;66796;48798;89108;72702;60462;117086;74022;72576;57942;109364;;;;;;;;;
;;;;;;18698;73720;51712;36524;107624;71158;36978;154338;93268;57990;129592;130530;14614;41022;34698;29058;85372;63768;44496;85022;67914;43878;116518;106800;58732;119714;116080;30662;32746;31882;24504;78584;53670;36572;116730;66802;48798;89110;72710;60462;117076;74018;72576;57956;109378;;;;;;;;;
;;;;;;18704;73722;51708;36522;107624;71162;36978;153898;93274;57990;129600;130530;14614;41022;34700;29054;85378;63770;44500;85016;67914;43882;116522;106802;58732;119714;116084;30662;32746;31882;24504;78582;53670;36576;116722;66804;48792;89110;72702;60462;117076;74020;72576;57956;109380;;;;;;;;;
;;;;;;18706;73722;51710;36522;107622;71156;36978;153900;93268;57988;129600;130530;14614;41024;34700;29054;85382;63770;44502;85016;67916;43884;116526;106794;58724;119702;116072;34756;34110;29884;25020;65324;57876;36470;89958;70058;49010;68414;64650;61160;35798;85868;73210;45468;81544;;;;;;;;;
;;;;;;18708;73720;51710;36522;107628;71154;36978;153898;93268;57990;129592;130516;14614;41024;34702;29054;85376;63652;44498;85016;67916;43884;116526;106800;58724;119700;116070;34756;34106;29884;25018;65322;57880;36474;89962;70050;49010;68410;64648;61162;35798;85868;73210;45482;81432;;;;;;;;;
;;;;;;;;;;;;;;;;;;15212;47684;29960;29198;87936;69728;43660;102340;76448;43638;132858;104554;58668;133668;111328;34756;34106;29884;25018;65322;57880;36476;89970;70036;49010;68420;64648;61154;35798;85868;73210;45468;81420;;;;;;;;;
;;;;;;;;;;;;;;;;;;15212;47684;29960;29200;87938;69728;43660;102348;76454;43644;132858;104546;58668;133664;111322;34754;34110;29884;25020;65318;57880;36476;89978;70026;49010;68420;64648;61152;35798;85868;73210;45454;81428;;;;;;;;;
;;;;;;;;;;;;;;;;;;15212;47684;29960;29200;87936;69728;43660;102352;76454;43644;132852;104544;58668;133664;111322;34754;34116;29884;25022;65316;57878;36470;89974;70026;49016;68420;64648;61152;35796;85858;73210;45440;81432;;;;;;;;;
;;;;;;;;;;;;;;;;;;15212;47686;29962;29198;87932;69730;43660;102346;76456;43640;132848;104544;58674;133664;111312;34752;34114;29886;25022;65316;57876;36470;89966;70026;49018;68412;64656;61152;35796;85868;73200;45454;81432;;;;;;;;;
;;;;;;;;;;;;;;;;;;15212;47684;29962;29202;87920;69726;43658;102338;76450;43642;132848;104544;58676;133666;111310;31410;34074;27778;24536;76852;43014;37084;107162;61384;48684;45718;66978;60666;35378;85290;72646;78890;96648;;;;;;;;;
;;;;;;;;;;;;;;;;;;14556;46662;34176;30268;81972;63840;43880;109570;65924;43842;127262;98906;58838;148942;127544;31410;34076;27782;24534;76848;43012;37084;107164;61382;48690;45728;66976;60666;35368;85290;72634;78890;96652;;;;;;;;;
;;;;;;;;;;;;;;;;;;14554;46656;34174;30268;81972;63842;43880;109920;65918;43844;127262;98894;58838;148936;127522;31408;34074;27782;24536;76846;43012;37084;107164;61388;48692;45728;66978;60664;35366;85290;72634;78904;96652;;;;;;;;;
;;;;;;;;;;;;;;;;;;14554;46656;34174;30270;81976;63840;43874;109918;65918;43844;127258;98894;58838;148940;127522;31408;34072;27782;24530;76852;43012;37082;107162;61386;48692;45728;66980;60666;35366;85290;72640;78904;96640;;;;;;;;;
;;;;;;;;;;;;;;;;;;14554;46660;34176;30272;81970;63846;43880;109918;65918;43840;127268;98886;58838;148950;127522;31406;34070;27778;24530;76852;43010;37084;107162;61384;48692;45720;66980;60666;35376;85290;72646;78904;96636;;;;;;;;;
;;;;;;;;;;;;;;;;;;14554;46664;34178;30272;81968;63840;43880;109924;65924;43838;127272;98892;58830;148942;127556;31406;34074;27778;24532;76854;43012;37084;107162;61386;48686;45718;66980;60666;35378;85300;72646;78890;96634;;;;;;;;;
;;;;;;;;;;;;;;;;;;14800;53426;26852;29184;80036;67280;43590;103114;70046;44492;91676;96710;58524;119660;111222;30334;33010;25100;24166;72284;56042;36630;117510;57996;56326;53828;82228;60756;52192;92668;73362;38348;91124;;;;;;;;;
;;;;;;;;;;;;;;;;;;14800;53426;26852;29184;80038;67276;43590;103114;70078;44496;91674;96708;58524;119660;111222;30332;33012;25100;24162;72288;56040;36636;117510;58100;56346;53816;82220;60758;52180;92570;73362;38334;91110;;;;;;;;;
;;;;;;;;;;;;;;;;;;14800;53426;26852;29180;80036;67274;43602;103114;70070;44498;91668;96708;58524;119658;111224;30332;33014;25096;24162;72286;56044;36652;117510;58094;56364;53814;82220;60768;52178;92570;73398;38322;91106;;;;;;;;;
;;;;;;;;;;;;;;;;;;14802;53422;26852;29182;80036;67268;43618;103120;70070;44498;91678;96716;58516;119650;111224;30330;33012;25098;24162;72286;56044;36654;117500;58094;56364;53814;82220;60778;52180;92560;73420;38366;91108;;;;;;;;;
;;;;;;;;;;;;;;;;;;14802;53422;26852;29184;80032;67256;43632;103120;70070;44498;91680;96718;58522;119650;111214;30328;33010;25100;24162;72282;56044;36654;117506;58094;56366;53822;82220;60778;52190;92568;73412;38332;91120;;;;;;;;;
;;;;;;;;;;;;;;;;;;14560;49204;27584;29030;83256;71988;44600;109314;71358;43960;104274;99044;58846;127962;106164;30330;33010;25100;24164;72280;56044;36654;117508;58094;56380;53824;82220;60780;52202;92460;73398;38346;91120;;;;;;;;;
;;;;;;;;;;;;;;;;;;14566;49206;27584;29038;83236;71986;44602;109312;71342;43978;104268;99042;58870;127962;106156;30852;31436;27080;24390;83776;52444;36586;123916;60306;48632;62512;53278;60418;54578;71910;72750;33682;71940;;;;;;;;;
;;;;;;;;;;;;;;;;;;14566;49206;27578;29040;83212;71982;44596;109312;71350;43978;104266;99042;58876;127964;106154;30850;31432;27080;24390;83776;52440;36586;123912;60306;48632;62514;53274;60410;54564;71910;72760;33680;71936;;;;;;;;;
;;;;;;;;;;;;;;;;;;14566;49206;27574;29042;83144;71984;44596;109316;71350;43978;104262;99042;58878;127972;106154;30848;31430;27080;24390;83774;52438;36516;123918;60312;48632;62504;53282;60408;54552;71912;72760;33680;71948;;;;;;;;;
;;;;;;;;;;;;;;;;;;14566;49202;27572;29042;83140;71982;44596;109314;71344;43978;104272;99050;58878;127972;106154;30848;31430;27080;24390;83768;52438;36586;123918;60306;48624;62502;53282;60408;54562;71910;72748;33680;71952;;;;;;;;;
;;;;;;;;;;;;;;;;;;15176;55184;25172;29256;82896;68058;43718;91348;79594;43476;114970;99242;58502;128590;104516;30848;31434;27080;24394;83766;52438;36518;123922;60308;48622;62502;53286;60408;54576;71910;72748;33680;71952;;;;;;;;;
;;;;;;;;;;;;;;;;;;15176;55184;25172;29258;82878;68056;43718;91346;79588;43476;114978;99248;58502;128596;104516;30852;31436;27080;24394;83766;52440;36514;123920;60306;48624;62512;53286;60418;54590;71910;72748;33680;71952;;;;;;;;;
;;;;;;;;;;;;;;;;;;15176;55182;25172;29258;82872;68058;43712;91346;79586;43476;114970;99250;58502;128596;104514;30430;34478;26934;24118;82018;54390;36214;104960;65144;48964;69160;68112;60716;38240;69758;73056;52892;75256;;;;;;;;;
;;;;;;;;;;;;;;;;;;15176;55178;25172;29254;82874;68058;43712;91344;79592;43480;114970;99250;58502;128594;104524;30424;34480;26932;24116;82016;54388;36214;104958;65150;48964;69170;68110;60716;38246;69756;73066;52892;75254;;;;;;;;;
;;;;;;;;;;;;;;;;;;15176;55180;25172;29254;82866;68058;43712;91346;79588;43482;114964;99250;58502;128594;104526;30422;34482;26932;24116;82010;54388;36214;104952;65150;48964;69180;68110;60714;38248;69754;73068;52892;75252;;;;;;;;;
;;;;;;;;;;;;;;;;;;14794;50948;33460;29012;83540;55374;43930;104682;74306;43870;129780;98396;58778;105494;124930;30424;34486;26932;24116;82008;54388;36208;104958;65152;48964;69172;68112;60716;38238;69754;73068;52906;75250;;;;;;;;;
;;;;;;;;;;;;;;;;;;14792;50946;33460;29012;83540;55374;43936;104678;74306;43870;129790;98386;58778;105482;124940;30424;34482;26934;24116;82012;54388;36212;104960;65146;48964;69162;68112;60716;38224;69766;73068;52906;75252;;;;;;;;;
;;;;;;;;;;;;;;;;;;14794;50944;33458;29012;83536;55374;43932;104678;74306;43864;129790;98378;58778;105470;124940;30424;34482;26934;24120;82014;54388;36214;104966;65144;48958;69152;68112;60716;38224;69768;73068;52904;75252;;;;;;;;;
;;;;;;;;;;;;;;;;;;14794;50948;33458;29012;83534;55378;43932;104678;74306;43868;129784;98376;58770;105474;124932;30896;33042;26914;24596;78798;53026;36892;96886;62002;48614;85262;74158;60328;72422;78564;72542;85878;63248;;;;;;;;;
;;;;;;;;;;;;;;;;;;14794;50952;33460;29012;83534;55378;43934;104676;74308;43870;129778;98384;58778;105484;124930;30890;33040;26912;24598;78800;53022;36892;96886;61996;48614;85252;74154;60330;72422;78574;72542;85864;63252;;;;;;;;;
;;;;;;;;;;;;;;;;;;15386;52004;35890;29250;82758;55984;43734;106198;79038;43888;119256;101862;58490;114252;113720;30886;33040;26912;24598;78802;53022;36892;96892;62170;48614;85242;74154;60328;72430;78574;72542;85862;63238;;;;;;;;;
;;;;;;;;;;;;;;;;;;15386;52000;35890;29250;82756;55988;43728;106196;79040;43888;119248;101860;58496;114262;113710;30886;33044;26914;24596;78802;53020;36892;96894;62170;48620;85252;74154;60328;72434;78568;72542;85874;63236;;;;;;;;;
;;;;;;;;;;;;;;;;;;15386;52002;35892;29250;82760;55982;43728;106196;79042;43882;119236;101852;58498;114270;113708;30884;33046;26914;24596;78798;53024;36892;96894;62002;48622;85260;74154;60336;72434;78564;72542;85888;63236;;;;;;;;;
